title,release_date,genre,rating,story,review,url
애플,개봉일 : 2021-05-26,드라마,12세이상관람가,"당신을 사로잡을 가장 특별한 여운원인 모를 단기 기억상실증 유행병에 걸린 ‘알리스’에게 유일하게 남은 기억은 이름도 집 주소도 아닌 한 입 베어 문 사과의 맛. 며칠이 지나도 그를 찾아오는 가족이 나타나지 않자 무연고 환자로 분류된 ‘알리스’에게 병원에서는 새로운 경험들로 기억을 만들어내는 ‘인생 배우기’ 프로그램을 제안한다. 그러던 어느 날 ‘알리스’는 자신처럼 이 프로그램에 참여하고 있는 ‘안나’를 만난다.괜찮아요, 다들 잊고 사니까요.","sonso1112
2021-06-19 15:39:25
7
잊을래야 잊을 수 없는 것들이 있다
신고",http://www.cine21.com/movie/info/?movie_id=57876
액션히어로,개봉일 : 2021-07-21,"코미디, 액션",12세이상관람가,"꿈은 액션 배우, 현실은 공무원 준비생인 대학생 주성(이석형)이우연히 부정입학 협박편지를 발견하고,액션영화를 찍으며 악당을 때려잡는 정의구현 학식코믹액션","thrill5
2021-07-29 11:17:01
10
‘학문’연구기관으로서 정체성을 버린 지 오래된 대학은 전공, 분야 불문하고

그저 서열을 내세우는 출세 도구로 전락했다. 이는 명문이건 지잡이건 한국

내에 설립된, 특히 사립대학들에 만연된 부패 질환으로 분명히 잘못되었고

반드시 없애야 할 적폐에 해당하지만 일제의 잔당들을 제거하지 못한

전력이 있는 이 땅에서 그 후예들이 점령하고 고착화한 썩어빠진 악습을

제거하기란 쉬운 일이 아니다.

아무리 정권이 바뀐다 한들 절대 바뀔 리 없는 대학사회의 보신주의와

부정부패, 특히 특권층의 특정 대학에 대한 입시 비리도 대학사회가

저지르는 병폐 현상 중 하나로 어렵사리 실력보다 뇌물과 로비로 교수가 된

이들이 역시나 자신들을 교수로 만들어 준 썩어빠진 괴물들의 압력과

청탁으로 실력도 없고 부정행위를 한 지원자들을 아주 쉽게 합격시켜 주는

범죄행위를 흔한 관행으로 여기고 있다.

이런 교수 밑에서 뒤치다꺼리하는 ‘조교’는 작품에 등장하는 선아(이주영)가

얘기하는 것처럼 ‘노예’다. 정당한 노동의 대가는 바라지도 못하고 취업이 안

되니 대학 울타리를 떠나기가 쉽지 않아 대안으로 대학원에 왔다가 돈을 벌

수 없으니 그저 묵묵히 교수 자격도 없는 비리 교수들의 갑질을 버티면서

지옥을 살아가야 하는게 ‘조교’들의 운명이다.

선아와 같이 갑질을 당하는 재우(장인섭)는 선아를 부려 먹는 차

교수(김재화)가 저지른 입시 비리를 파악하고 어설프게 교수 건의함에다가

협박 편지를 보내고 분노한 차 교수가 범인을 찾는 과정에서 발생하는

소동이 이 작품의 주요 플롯이다.

주요 플롯은 상당한 사회문제를 다루면서도 작품은 초반부 등장한 영화사

로고처럼 이 심각한 문제를 추억의 홍콩 무협 액션물의 분위기를 조성하며

연극 영화과 학생도 아닌 사회복지학과 출신의 연극 영화과 청강생

주성(이석형)을 등장시켜 각박하고 비정한 현실에 순수하게 이상을 띤

인물로 이 심각한 문제에 통쾌한 발차기를 날린다. 주성의 순수한 이상에

협조하는 찬열(이세준)은 주성의 이상에 협조하는 인물이기도 하지만

주성보다는 현실적 감각이 있어 주성의 지나친 이상을 어느 정도 조절해

주는 역할까지 한다.

영화에 대한 순수한 열정이 있는 둘이 영화 촬영을 하다가 발견한 협박

편지로 인해 협박범을 찾는 과정과 영화 촬영이 교차하면서 작품이

진행되는데 그 과정에서 엿볼 수 있는 대학 자체의 부정부패, 그리고 차

교수가 부리는 악랄한 횡포와 심지어 이사장 조카라는 딱 외모만 봐도

조폭이나 다를 바 없는 인물들까지 작품은 허구를 기반으로 하고 있지만

대한민국 대학들이 벌인 범죄사실을 현실에 기반해 폭로한다.

협박범인 재우는 차 교수에게 손쉽게 금품을 갈취할 줄 알았지만 순수한

둘의 개입으로 일이 꼬이고 선아는 아예 차 교수에게 첫 번째로 낙인이 찍혀

여러모로 삶 자체가 힘들어진다.

액션의 분위기를 짙게 풍긴 작품은 액션보다는 사회 고발적인 성격이 짙어

지면서 유쾌한 스릴러 구성도 띠고 여기에 선아가 차 교수를 향해 날린

역공으로 단순한 구성이었던 작품이 복잡한 구성을 띠는 데 이를 마지막

액션으로 푸는 과정이 주성이 바랐던 자연스러운 액션 장면이다.

마지막에 결국 범죄의 주범들을 소탕하는 호쾌한 액션이 빛을 발하지만

역시나 차 교수의 범죄행위가 밝혀졌다 하더라도 대학은 오히려 이

범죄행위를 밝힌 이들에 대한 낙인찍기에 바쁘고 그 행위 자체를

은폐하기에 급급하며 어느 분야를 막론하고 피해자이거나 고발자들이

조직을 배신했다는 오명을 쓰는 씁쓸한 현실에 찾아온다. 특히 마지막에

선아가 자신 주연의 단편영화를 재우가 찍었다는 사실을 알려주는 대목은

한국 대학사회가 적폐 청산 대상에 해당하며 인재를 키우기보다 인재를

죽이는데 골몰하고 있다는 인상을 지우기가 힘들다.
more
신고",http://www.cine21.com/movie/info/?movie_id=58121
액션히어로,개봉일 : 2021-07-21,"코미디, 액션",12세이상관람가,"꿈은 액션 배우, 현실은 공무원 준비생인 대학생 주성(이석형)이우연히 부정입학 협박편지를 발견하고,액션영화를 찍으며 악당을 때려잡는 정의구현 학식코믹액션","filmone1
2021-07-17 00:54:04
7
이진호 감독이 연출한 <액션히어로>는 액션 배우를 꿈꾸지만 현재는 공시를 준비하는 사회복지과 학생인 주성(이석형)이 부정입학 사건에 연루되면서 벌어지는 이야기를 담고 있습니다.

주성은 연극영화과 수업을 청강하던 와중 찬열과 함께 학교 내에서 영화를 찍습니다. 그러던 와중 연극영화과 차교수(김재화) 연구실 앞에 있는 수거함을 망가뜨리는데 그 안에 들어있는 차교수를 향한 협박 편지를 보게 됩니다. 차교수의 부정입학 비리를 알고 있다는 내용으로 협박범은 3천만을 요구합니다. 주성은 이를 몰래 촬영해 영화를 찍자는 제안을 합니다. 한편 차교수의 조교이자 단편 ‘액션히어로’의 주인공인 선아(이주영)도 자의 반 타의 반으로 이 사건에 연루되면서 관계가 조금씩 복잡해져갑니다.

역시나 가장 먼저 떠오르는 영화는 <족구왕>이었습니다. 무언가 강하게 원하는 것을 앞뒤도 보지 않고 달려드는 모습도 그러하고 현실적으로 공무원을 준비하는 모습도 그러합니다. 수 년 전이 지나도 20대의 모습은 여전히 비슷한 듯합니다.

이 영화의 재미는 역시나 치밀한 이야기를 보는 것 보다는 경쾌하고 유쾌한 액션을 보는 재미에 있는 것 같습니다. 80,90년대 홍콩 액션을 보는 느낌이 들었습니다. 영화의 시작에서부터 쇼 브라더스와 골든 하베스트를 섞어놓은 로고를 보더라도 영화의 분위기를 알 수 있습니다. 심지어 주인공의 의상 콘셉트도 노란 도복과 빨간 트레이닝복이니 더욱 더 그 시절이 연상되고요.

액션의 분량과 연출이 굉장히 좋은 작품입니다. 두 번의 큰 액션장면이 있는데 성룡 식의 액션 연출이 보이고 상황에 잘 어울립니다. 다만 마지막의 군중 장면은 조금 아쉽더라고요. 그럼에도 불구하고 독립영화계의 이런 색다른 장르의 영화를 볼 수 있어서 반가웠습니다.
more
신고",http://www.cine21.com/movie/info/?movie_id=58121
어시스턴트,개봉일 : 2021-09-16,드라마,12세이상관람가,"당신과 우리 모두의 하루지금 당신은, 괜찮은가요?꿈에 그리던 영화사에서보조 직원으로 일하게 된 ‘제인’어떤 일도 능숙하게 처리하는그녀의 일상은 평범해 보이지만,사소한 사무실 정리부터 상사의 개인적인 스케줄 관리까지하루 종일 몰아치는 잡다한 업무에 지쳐간다.그러한 일상이 반복되던 중어느 날, 신입사원으로 채용된 한 여성이 찾아오면서회사 내 부조리함을 마주하게 되는데…","filmone1
2021-10-01 02:30:42
7
키티 그린 감독이 연출한 <어시스턴트>는 한 여성이 꿈에 그리던 영화사에서 취업을 하면서 보내는 하루를 담고 있는 작품입니다.

제인은 영화사에서 잡무를 처리하고 귀찮은 전화를 받는 일을 5주째 하면서 그 일을 잘 처리해가고 있습니다. 심지어 주말에도 출근을 해 일을 하는 와중입니다. 그러던 어느 날 사장이 어린 여자를 데리고 와 비서 자리를 추가로 내어 줍니다. 그녀에게 일을 알려줌과 동시에 사장이 그녀의 숙소를 호텔로 잡아두는 것을 보면서 부당함을 느끼면서 인사과를 통해 사장의 이전부터 있어온 여성관계를 폭로합니다. 하지만 그것이 역풍이 되어 그녀를 힘들게 합니다.

마치 실제 그 공간에서 일하는 여성의 모습을 담은 다큐멘터리의 느낌마저 드는 이 작품은 권력관계의 수직성에 대한 부조리와 동시에 여성으로서 여전히 존재하는 부당함을 폭로하는 작품입니다. 영화는 제인이 새벽부터 출근하는 모습과 하루를 마치고 퇴근하는 그녀의 뒷모습으로 마무리가 됩니다. 유난히 길어 보이는 그녀의 하루를 뒤쫓다보면 무언가 허무함이 듭니다. 과연 꿈을 좇아 취업한 그 곳이 과연 그녀의 꿈을 이루어줄 것인가를 묻는다면 전혀 그렇지 않다는 생각이 듭니다.

아무리 비서라는 직업이 상사에 사생활까지 커버해야 하는 업무가 더해진다고 하지만 어느 정도의 선은 지켜야 된다고 생각합니다. 심지어 제인은 그 선을 넘는 일도 하지만 결국 어리고 젊은 여성이 등장하자마자 그녀의 존재 가치는 떨어져버립니다. 결국 그 동안의 노력에 대한 허무감은 깊어져 버린 것이죠.

아마 많은 직장인들이 이러한 부당함을 느끼면서 살아갈 것입니다. 분명 옳은 일이 아니라는 것을 알면서도 고개를 돌려버리는 삶을 살아야 할지 아니면 그 부당함을 직면하고 이를 대면해야할지... 우리 모두는 무엇이 도덕적으로 옳다고 알고 있지만 과연 현실 속에서의 선택을 바로 내릴 수 있는 사람이 얼마나 될지 모르겠습니다. 저 또한 마찬가지이고요...
more
신고",http://www.cine21.com/movie/info/?movie_id=55962
어시스턴트,개봉일 : 2021-09-16,드라마,12세이상관람가,"당신과 우리 모두의 하루지금 당신은, 괜찮은가요?꿈에 그리던 영화사에서보조 직원으로 일하게 된 ‘제인’어떤 일도 능숙하게 처리하는그녀의 일상은 평범해 보이지만,사소한 사무실 정리부터 상사의 개인적인 스케줄 관리까지하루 종일 몰아치는 잡다한 업무에 지쳐간다.그러한 일상이 반복되던 중어느 날, 신입사원으로 채용된 한 여성이 찾아오면서회사 내 부조리함을 마주하게 되는데…","penny2003
2021-09-27 23:58:02
7
보기 불편하지만 지금도 벌어지고 있고 충분히 일어날 수 있는 이야기
신고",http://www.cine21.com/movie/info/?movie_id=55962
언노운 아이덴티티,Unable to get the release date,"스릴러, 액션",Unable to get rating,"아무도 믿을 수 없다!살고 싶다면 지금 당장 도망쳐라!기억을 잃고 한 호텔 방에서 일어난 여자. 그리고 그 방에서 발견된 시체.지금 당장 도망쳐야 한다는 한 통의 전화를 받은 그녀는 영문도 모른 채 도망치기 시작한다.의문의 조직이 그녀를 뒤쫓기 시작하고, 여자는 일촉즉발의 상황에서자신의 언니라고 주장하는 '빅토리아'의 도움으로 가까스로 위기를 모면한다.하지만 조직은 끈질기게 그녀를 쫓아오고,여자는 조금씩 잃어버린 기억의 조각들을 되찾으면서 혼란에 빠지는데…",There is no reviews for this movie,http://www.cine21.com/movie/info/?movie_id=58333
여름날 우리,개봉일 : 2021-08-25,"멜로·로맨스, 드라마",12세이상관람가,"처음이었다, 사랑이 싹트는 기분너에게 풍덩 빠져버렸던 17살의 여름.너를 두고 아무 것도 할 수 없었던 21살의 여름.그리고 몇 번의 여름이 지나고 다시 만난 너,이젠 놓치지 않을 거야.“널 만난 건 내 인생 최고의 행운이었어”","filmone1
2021-08-27 04:31:26
6
한톈 감독이 연출한 <여름날 우리>는 2018년에 개봉해 많은 사랑을 받았던 박보영, 김영광 주연의 <너의 결혼식>을 리메이크한 중국 작품입니다. 대만 드라마 <상견니>로 인기를 얻고 있는 허광한과 신예 장약남이 주인공을 맡고 있습니다.

수영선수인 고등학생 사오치는 전학을 온 용츠에게 한 눈에 정확히 3초 만에 반하고 맙니다. 사오치는 용츠를 학교생활에 제대로 적응시켜주겠다는 구실로 그녀를 졸졸 따라 다닙니다. 수영부 대장(?)도 용츠에게 반해 구애를 하지만 사오치가 남친인척 하며 위기에서 그녀를 구해주기도 합니다. 그렇게 둘은 조금씩 가까워지지만 용츠의 폭력적인 아버지의 등장으로 그녀는 수년 동안 지속된 이사를 또 하게 되면서 둘은 멀어지게 됩니다.

원작과 거의 비슷한 이야기와 에피소드들을 담고 있습니다. 수영선수라는 점과 ‘용츠’라는 발음이 중국어로 ‘수영장’이라는 단어와 발음이 비슷해서 생긴 상황의 아이디어 그리고 떡볶이가 꼬치로 바뀌고 누명을 써 유치장에 가는 에피소드 등 사소한 몇 몇 부분을 빼고 거의 같습니다. 심지어 결혼식 장면도 비슷해 놀랐습니다. 중국도 우리나라와 같은 예식장에서 결혼을 하더라고요. 새로운 아이디어나 주제가 없어 살짝 아쉽긴 했습니다.

그럼에도 불구하고 이 작품도 원작만큼은 아니지만 찬란한 청춘의 아름다움과 동시에 신예 배우들의 신선함을 볼 수 있는 작품이었습니다. 게다가 항상 느끼는 거지만 중화권 멜로들의 특성 중에 하나인데 계절 중의 ‘여름’의 느낌이 이 청춘과 로맨스에 착 잘 달라붙는 것 같습니다.

그래서인지 <여름날 우리>라는 원제와는 다른 작명도 꽤 괜찮은 것 같습니다. 이 이야기의 매력은 전체적으론 현실적이지만 작은 에피소드들은 판타스틱적인 면이 커 거기서 오는 간극이 흥미롭게 다가왔는데 이번 작품에서도 그 점은 유효했습니다. 원작을 넘는 리메이크작이 힘들긴 하지만 새로운 배우들을 발견했다는 점에서 반가운 작품이었습니다.
more
신고",http://www.cine21.com/movie/info/?movie_id=58259
열아홉,개봉일 : 2021-06-30,드라마,Unable to get rating,"그 여름, 비밀이 생겼다.괴물 같았던 아빠는 집을 떠났고,엄마마저 사라졌으면 좋겠다는 생각이 들었던 그 날열아홉 ‘소정’은 피를 토한 채 죽어있는 엄마와 마주한다.엄마의 시신을 욕조에 숨긴 ‘소정’은 음악으로 도피하며위태로운 홀로서기를 시작하는데…",There is no reviews for this movie,http://www.cine21.com/movie/info/?movie_id=57996
영화의 거리,개봉일 : 2021-09-16,"코미디, 멜로·로맨스",12세이상관람가,"만나고, 사랑하고, 헤어지고, ‘일’로 다시 만났다!영화 로케이션 매니저와 감독으로 부산에서 재회한 선화와 도영.헤어진 연인에서 일로 만난 사이가 된 이들의끝났는데 끝난 것 같지 않은쎄한 fall in 럽케이션 밀당 로맨스가 시작된다!♥ <영화의 거리> fall in 럽케이션 키워드 가이드 ♥* 장르/배경: 로맨스, 현대물, 코미디, 전문직* 관계: 연인>일.만.사, 재회물, 오래된 연인, 엇갈림, 밀당, 첫눈에 반한* 여자 주인공: 로케이션매니저, 사이다녀, 능력녀, 유쾌녀, 우월녀* 남자 주인공: 영화감독, 츤데레남, 뇌섹남, 능력남, 계략남, 후회남* 이럴 때 보자: 헤어진 연인이 일로 만난 사이가 된 리얼 이불킥 로맨스가 보고 싶을 때* 공감 대사: “니 진짜 사람 속 헤집어놓는데 뭐 있네. 여기 왜 다시 왔는데”“일단 사적인 감정은 배제하고 일한 땐, 일하자”","filmone1
2021-09-28 00:56:04
5

김민근 감독이 연출한 <영화의 거리>는 부산을 배경으로 한 영화 로케이션 매니저와 영화감독에 관한 이야기입니다.

부산에서 로케이션 매니저 일을 하는 선화(한선화)는 사무실 대표의 호출로 새로운 작업의 미팅에 참석하게 되는데 그 작업의 감독은 바로 전 남친인 도영(이완)입니다. 껄끄럽게 헤어진 둘이지만 일은 일이라는 생각에 도영의 스탭들과 함께 부산의 여러 장소를 헌팅하기 시작합니다. 헌팅을 함께 하면서 이 둘의 연애 역사도 함께 플래시백으로 진행됩니다.

영화의 도시라고 불리는 부산을 배경으로 두 젊은 남녀의 연애 이야기를 이 영화는 담고 있습니다. 서로 사랑하지만 꿈에 대한 이상향이 달랐던 둘은 결국 헤어지고 도영은 상경 후 감독 데뷔를 위해 부산으로 내려온 것입니다. 하지만 그는 단순히 영화 자체보다도 선화에 대한 맘이 조금 남아 있는 모습도 함께 보여줍니다. 전혀 생각지 않았던 선화도 도영의 뜬금없는 등장에 혼란을 격지만 똑같은 실수를 반복하지 않으려 애씁니다.

장소 헌팅이 이 작품에서 가장 중요한 모티브로 사용되는데 그 장소들은 부산을 대표하는 장소들이 아니라 선화와 도영의 추억이 있는 곳이 차례대로 보입니다. 일반적으로 큰 의미가 부여되기 힘든 둘 만의 공간이 상징적으로 쓰이는데 풋풋한 20대의 모습에 설레는 감성이 느껴지기도 합니다.

스크린에선 처음 보는데다가 주연까지 맡은 한선화는 예상외로 자기의 역할을 잘 해내고 있습니다. 이완과의 티격태격하는 모습도 자연스러운 편이고요. 그럼에도 불구하고 캐릭터 자체가 단편적인 느낌이라 그런지 두 배우의 모습이 큰 매력으로 다가오진 않습니다. 그리고 영화 자체가 내세우는 정서가 많은 사람들에게 공감을 얻을 진 잘 모르겠습니다.

‘부산’이라는 도시가 <친구>와 부산 국제영화제로 영화도시라는 이미지가 강하게 박힌 지역인데 콘셉트 자체는 나쁘지 않아 보였는데 그 속에서 만들어낸 캐릭터가 그 지역의 감수성과 착 달라붙어 있진 않아 보여 조금 아쉬운 작품이었습니다.
more
신고",http://www.cine21.com/movie/info/?movie_id=58291
올드,개봉일 : 2021-08-18,"스릴러, 공포",12세이상관람가,"아침에는 아이, 오후에는 어른, 저녁에는 노인죽음은 시간의 문제다.","hwachul92
2021-09-28 21:07:12
6
섬짓하면서 뭔가 좀 찝찝한 미스터리스릴러영화였습니다! 빠르게 성장하고 노화되는 이상한 해변에 도착한 사람들이 30분마다 나이를 먹어가면서 서서히 노화되면서 죽어갔으며, 이 해변에 대한 충격적인 진실에 이르기까지 섬짓함 그 자체였지만 결말은 왠지 너무 찝찝하게만 느껴진 영화였습니다! 전반적으로 상상력은 괜찮았으나 찝찝하기 짝이 없는 영화였으니, 별 3개 드립니다!!
more
신고",http://www.cine21.com/movie/info/?movie_id=58206
올드,개봉일 : 2021-08-18,"스릴러, 공포",12세이상관람가,"아침에는 아이, 오후에는 어른, 저녁에는 노인죽음은 시간의 문제다.","thrill5
2021-08-30 18:03:25
10
사람뿐만 아니라 생명 활동을 하는 모든 존재는 탄생하면 반드시 죽게

되어 있다. 생존 기간 동안 어떤 방식의 삶의 영위가 대를 이어 살아가는

이들에게 삶의 지침이 되기 마련이다. 어느 호텔의 특별 상품으로 휴양을

오게 된 이들이 특별한 해변을 소개받고 거기에 들어가서는 탈출도 못하고

하루가 멀다 하고 급격한 노화를 맞이한다는 설정의 ‘올드’는 인간에 잠재된

죽음에 대한 공포와 거기에서 탈출하지 못한다는 한계로 인해 미쳐가는

인간들의 비극적이고도 끔찍한 모습을 다룬다.

갓 태어난 아이가 어느 새 성년이 되고 그 아이를 태어나게 한 부모들의

이마가 어느 새 주름살이 늘어날 때도 세월이 빠르다고 하는데 작품 속

시계는 그 속도가 너무 빠르다. 스릴러의 대가 나이트 샤말란 감독은 나이를

먹어가는 인물들의 운명도 잔인한데 이에 대한 설명도 불친절하게

생략한다. 혼란에 빠진 인물들 간에 외계인들의 장난이라는 둥 실험이라는

둥의 음모와 의혹만 제기할 뿐이고 전문직인 의사(루퍼스 스웰)는 가장

미쳐버려서는 래퍼 메르세데스를 잔혹하게 죽인다.

그냥 이대로 섬에 고립된 인물들의 전몰이 가시화 될 즈음에 남매의 탈출은

실험을 빙자한 제약 회사의 오만한 범죄를 고발하고 인류를 위한다는

명목으로 일부 비자발적인 희생자들을 악용해 실험을 하는 시선 자체를

질타하는 듯 하다.

고립된 곳에서의 날카로운 신경 쇠약과 스트레스, 광기로 인한 살인까지

작품은 미쳐가는 인간의 비극을 축약해서 보여주고 종국엔 이 실험을 한

세력을 드러내 현존하는 제약회사와 그 회사들로부터 온갖 특혜를 받는

계층까지 고발하는 듯 하다. 샤말란 특유의 스릴러 색채가 짙은 작품으로

감상할 만 하다.
more
신고",http://www.cine21.com/movie/info/?movie_id=58206
올드,개봉일 : 2021-08-18,"스릴러, 공포",12세이상관람가,"아침에는 아이, 오후에는 어른, 저녁에는 노인죽음은 시간의 문제다.","penny2003
2021-08-23 22:34:26
6
용두사미..결말이 상당히 아쉽다.
신고",http://www.cine21.com/movie/info/?movie_id=58206
올드,개봉일 : 2021-08-18,"스릴러, 공포",12세이상관람가,"아침에는 아이, 오후에는 어른, 저녁에는 노인죽음은 시간의 문제다.","filmone1
2021-08-22 02:40:25
6
M 나이트 샤말란의 <올드>는 그가 이전에 보여줬던 작품들의 스타일과 주제에 크게 벗어나지 않은 작품입니다. 이번엔 한 해변에서 벌어지는 이야기를 담고 있습니다.

주인공 부부인 가이와 프리스카는 운 좋게 꽤 괜찮은 휴양지에서 휴가를 보내기 위해 호텔로 도착합니다. 한가로운 하루를 보내지만 이 부부의 관계는 깨지기 직전의 상황입니다. 그러던 와중 다음 날 조식을 먹는 와중 호텔 지배인이 다가와 프라이빗한 해변이 있는데 자기네 가족들만 보내주겠다는 제안을 합니다. 하지만 주인공 가족을 제외한 두 가족이 더 버스를 타고 이 해변에 도착합니다. 근데 이미 그 해변에 한 남자가 있었습니다.

여기서부턴 온갖 스포일러인 요소가 많아서 내용에 대해선 말씀드리기가 힘들 것 같습니다. 최근 몇 년 동안 샤말란의 작품은 용두사미인 경우가 많았습니다. 솔직히 <올드>도 그 점에선 벗어날 수가 없을 것 같습니다. 영화를 보는 내내 장르적 재미는 충분히 유지하고 있는데 미스터리의 정체가 밝혀지면 그 허망함과 설계의 부실함이 많이 보였습니다. 비과학적인 요소가 많은 작품이지만 최소한의 논리는 유지되어야 하는데 그 점이 거의 보이지가 않더라고요.

샤말란의 영화를 지루하게 본 적은 단 한 번도 없는 것 같은데 <식스센스><언브레이커블>등을 제외한 나머지 작품에선 깔끔한 마무리라고 해야 할까요? 그런 점이 많이 부족한 거 같습니다. 그럼에도 불구하고 자신의 색깔을 꾸준히 유지하고 부지런히 작품을 만든다는 점은 충분히 리스펙 받아야 한다고 생각합니다. 다음엔 꼭 리바운딩된 작품으로 돌아오시길...

P.S 샤말란이 버스 기사로 카메오 출연합니다.
more
신고",http://www.cine21.com/movie/info/?movie_id=58206
올리버 색스: 그의 생애,Unable to get the release date,다큐멘터리,Unable to get rating,"2015년 1월, 시한부 판정을 받고 올리버 색스는 “나의 생애”란 에세이를 뉴욕 타임즈에 기고하고, 삶의 마지막 순간을 담은 다큐멘터리를 제작하게 된다. 의학계의 시인, “아내를 모자로 착각한 남자”를 비롯한 베스트셀러 작가, 인간의 뇌라는 경이로운 우주의 탐험가 등 수많은 수식어들 사이에서 ‘이 아름다운 행성에 태어나 지각 있는 존재로 살아간 것에 대한 기쁨과 감사함’으로 삶의 마지막 순간까지도 눈물이 아닌 따스함을 남기는 올리버 색스의 경이로운 삶의 여정이 펼쳐진다.",There is no reviews for this movie,http://www.cine21.com/movie/info/?movie_id=58370
와인 패밀리,개봉일 : 2021-07-15,"코미디, 멜로·로맨스, 드라마",12세이상관람가,"새로운 인생을 꿈꾸나요?일만 하며 바쁘게 살아온 캐나다의 자동차 회사 CEO 마크.문득 남은 인생을 어떻게 살아야 할지 고민에 빠진 그는 자신의 신념에 반대하는 회사를 그만두고 고향인 이탈리아 아체렌자로 떠난다. 아름다운 작은 마을에서 순수했던 어린 시절 추억을 떠올리던 마크는 할아버지가 남긴 포도밭을 되살리고 와인을 만들기로 결심하지만, 그의 무모한 도전에 마을 주민들은 꿈 깨라며 만류하고 가족들의 반대에도 부딪히는데…쉼표가 필요한 당신을 위한 달콤한 인생 리셋 여행이 시작된다!",There is no reviews for this movie,http://www.cine21.com/movie/info/?movie_id=58053
완벽한 가족,개봉일 : 2021-01-06,드라마,Unable to get rating,"두 딸의 엄마, 사랑스러운 아내로서 행복한 삶을 꾸려가던 ‘릴리’어느 날, 오직 자기 자신에게 바치는 특별한 인생 플랜을 세우기로 결심한다일년 중 가장 반짝거리는 하루,크리스마스를 앞둔 저녁에 가족들 앞에서폭탄 선언을 하게 되는데…!올겨울을 따스하게 채워줄완벽한 가족의 이야기가 당신을 찾아갑니다.","hwachul92
2021-01-09 16:06:23
8
잔잔하면서 뭔가 짠한 가족영화였습니다! 죽음을 앞두고 마지막 크리스마스를 보내기 위하여 가족들을 모두 불러들여 좋은 추억을 만드는 과정에서 그 동안의 섭섭함과 서러움, 그리고 충격적인 부적절 관계에 이르기까지 가족애가 어느 정도 느껴지는 영화였습니다! 전반적으로 잔잔하면서 짠한 영화였으니, 별 4개 드립니다!!
more
신고",http://www.cine21.com/movie/info/?movie_id=57377
요요현상,개봉일 : 2021-01-14,다큐멘터리,Unable to get rating,"취미도 요요, 특기도 요요!요요로 한국을 주름잡던 다섯 명의 ‘요요소년’ 대열, 동훈, 현웅, 동건, 종기.요요를 잘하면 자랑이 되었던 어린 시절을 지나20대 후반이 된 그들에게 세상은 (살길을 찾는) ‘어른’이 되길 요구한다.2011년 여름, 다섯 사람은 대학 졸업을 앞두고마지막으로 자신들이 꿈꿔온 무대에 도전하고 요요를 그만두기로 결심하는데…요요길만 걷고 싶은 요요덕후들의 꿈과 현실에 대한 이야기!요요, 마음 편히 그만둘 수 있을까?어디로 향하든 다시 돌아오게 돼 있어!꿈과 현실의 무한루프 <요요현상>",There is no reviews for this movie,http://www.cine21.com/movie/info/?movie_id=57336
